Japanese indigo,189,47,28,38,67,72,#264348
Japanese violet,307,45,36,91,50,86,#5B3256
Jasmine,47,49,97,248,222,126,#F8DE7E
Jasper,359,73,84,215,59,62,#D73B3E
Jazzberry jam,328,93,65,165,11,94,#A50B5E
Jelly Bean,8,64,85,218,97,78,#DA614E
Jet,0,0,20,52,52,52,#343434
Jonquil,49,91,96,244,202,22,#F4CA16
Jordy blue,213,43,95,138,185,241,#8AB9F1
June bud,73,60,85,189,218,87,#BDDA57
Jungle green,163,76,67,41,171,135,#29AB87
Kelly green,101,88,73,76,187,23,#4CBB17
Kenyan copper,12,96,49,124,28,5,#7C1C05
Keppel,171,67,69,58,176,158,#3AB09E
Key Lime,67,43,96,232,244,140,#E8F48C
Khaki (HTML/CSS) (Khaki),37,26,76,195,176,145,#C3B091
Khaki (X11) (Light khaki),54,42,94,240,230,140,#F0E68C
Kiwi,91,72,90,142,229,63,#8EE53F
Kobe,12,83,53,136,45,23,#882D17
Kobi,329,31,91,231,159,196,#E79FC4
Kobicha,28,67,42,107,68,35,#6B4423
Kombu green,103,27,26,53,66,48,#354230
KSU Purple,266,71,53,79,38,131,#512888
KU Crimson,357,100,91,232,0,13,#E8000D
La Salle Green,141,93,47,8,120,48,#087830
Languid lavender,278,9,87,214,202,221,#D6CADD
Lapis lazuli,210,76,61,38,97,156,#26619C
Laser Lemon,60,60,100,255,255,102,#FFFF66
Laurel green,95,16,73,169,186,157,#A9BA9D
Lava,355,92,81,207,16,32,#CF1020
Lavender (floral),275,43,86,181,126,220,#B57EDC
Lavender (web),240,8,98,230,230,250,#E6E6FA
Lavender blue,240,20,100,204,204,255,#CCCCFF
Lavender blush,340,6,100,255,240,245,#FFF0F5
Lavender gray,245,6,82,196,195,208,#C4C3D0
Lavender indigo,265,63,92,148,87,235,#9457EB
Lavender magenta,300,45,93,238,130,238,#EE82EE
Lavender mist,240,8,98,230,230,250,#E6E6FA
Lavender pink,332,31,98,251,174,210,#FBAED2
Lavender purple,267,32,71,150,123,182,#967BB6
Lavender rose,316,36,98,251,160,227,#FBA0E3
Lawn green,90,100,99,124,252,0,#7CFC00
Lemon,58,100,100,255,247,0,#FFF700
Lemon chiffon,54,20,100,255,250,205,#FFFACD
Lemon curry,45,86,80,204,160,29,#CCA01D
Lemon glacier,60,100,100,253,255,0,#FDFF00
Lemon lime,67,100,100,227,255,0,#E3FF00
Lemon meringue,47,23,96,246,234,190,#F6EABE
Lemon yellow,56,69,100,255,244,79,#FFF44F
Lenurple,274,32,85,186,147,216,#BA93D8
Licorice,6,38,10,26,17,16,#1A1110
Liberty,236,50,65,84,90,167,#545AA7
Light apricot,28,30,99,253,213,177,#FDD5B1
Light blue,195,25,90,173,216,230,#ADD8E6
Light brilliant red,0,82,100,254,46,46,#FE2E2E
Light brown,28,84,71,181,101,29,#B5651D
Light carmine pink,355,55,90,230,103,113,#E66771
Light cobalt blue,215,39,88,136,172,224,#88ACE0
Light coral,0,47,94,240,128,128,#F08080
Light cornflower blue,201,37,92,147,204,234,#93CCEA
Light crimson,343,57,96,245,105,145,#F56991
Light cyan,180,12,100,224,255,255,#E0FFFF
Light deep pink,318,64,100,255,92,205,#FF5CCD
Light French beige,38,37,78,200,173,127,#C8AD7F
Light fuchsia pink,305,47,98,249,132,239,#F984EF
Light goldenrod yellow,60,16,98,250,250,210,#FAFAD2
Light gray,0,0,83,211,211,211,#D3D3D3
Light grayish magenta,300,25,80,204,153,204,#CC99CC
Light green,120,39,93,144,238,144,#90EE90
Light hot pink,326,30,100,255,179,222,#FFB3DE
Light khaki,54,42,94,240,230,140,#F0E68C
Light medium orchid,309,27,83,211,155,203,#D39BCB
Light moss green,120,22,87,173,223,173,#ADDFAD
Light orchid,315,27,90,230,168,215,#E6A8D7
Light pastel purple,261,28,85,177,156,217,#B19CD9
Light pink,351,29,100,255,182,193,#FFB6C1
Light red ochre,14,65,91,233,116,81,#E97451
Light salmon,17,52,100,255,160,122,#FFA07A
Light salmon pink,0,40,100,255,153,153,#FF9999
Light sea green,177,82,70,32,178,170,#20B2AA
Light sky blue,203,46,98,135,206,250,#87CEFA
Light slate gray,210,22,60,119,136,153,#778899
Light steel blue,214,21,87,176,196,222,#B0C4DE
Light taupe,26,39,70,179,139,109,#B38B6D
Light Thulian pink,340,38,90,230,143,172,#E68FAC
Light yellow,60,12,100,255,255,224,#FFFFE0
Lilac,300,19,78,200,162,200,#C8A2C8
Lilac Luster,311,13,68,174,152,170,#AE98AA
Lime (color wheel),75,100,100,191,255,0,#BFFF00
Lime (web) (X11 green),120,100,100,0,255,0,#00FF00
Lime green,120,76,80,50,205,50,#32CD32
Limerick,72,95,76,157,194,9,#9DC209
Lincoln green,106,94,35,25,89,5,#195905
Linen,30,8,98,250,240,230,#FAF0E6
Lion,33,45,76,193,154,107,#C19A6B
Liseran purple,333,50,87,222,111,161,#DE6FA1
Little boy blue,212,51,86,108,160,220,#6CA0DC
Liver,9,31,40,103,76,71,#674C47
Liver (dogs),29,78,72,184,109,41,#B86D29
Liver (organ),12,71,42,108,46,31,#6C2E1F
Liver chestnut,27,43,60,152,116,86,#987456
Livid,210,50,80,102,153,204,#6699CC
Lumber,28,20,100,255,228,205,#FFE4CD
Lust,0,86,90,230,32,32,#E62020
Macaroni and Cheese,27,47,100,255,189,136,#FFBD88
Madder Lake,359,75,80,204,51,54,#CC3336
Magenta,300,100,100,255,0,255,#FF00FF
Magenta (Crayola),332,67,100,255,85,163,#FF55A3
Magenta (dye),328,85,79,202,31,123,#CA1F7B
Magenta (Pantone),334,69,82,208,65,126,#D0417E
Magenta (process),326,100,100,255,0,144,#FF0090
Magenta haze,327,57,62,159,69,118,#9F4576
Magenta-pink,325,75,80,204,51,139,#CC338B
Magic mint,153,29,94,170,240,209,#AAF0D1
Magic Potion,349,73,100,255,68,102,#FF4466
Magnolia,262,4,100,248,244,255,#F8F4FF
Mahogany,20,100,75,192,64,0,#C04000
Maize,54,63,98,251,236,93,#FBEC5D
Majorelle Blue,247,64,86,96,80,220,#6050DC
Malachite,140,95,85,11,218,81,#0BDA51
Manatee,231,11,67,151,154,170,#979AAA
Mandarin,18,70,95,243,122,72,#F37A48
Mango Tango,20,74,100,255,130,67,#FF8243
Mantis,110,48,76,116,195,101,#74C365
Mardi Gras,301,100,53,136,0,133,#880085
Marigold,39,85,91,234,162,33,#EAA221
Maroon (Crayola),346,83,76,195,33,72,#C32148
Maroon (HTML/CSS),0,100,50,128,0,0,#800000
Maroon (X11),338,73,69,176,48,96,#B03060
Mauve,276,31,100,224,176,255,#E0B0FF
Mauve taupe,343,34,57,145,95,109,#915F6D
Mauvelous,348,36,94,239,152,170,#EF98AA
Maximum Blue,195,65,80,71,171,204,#47ABCC
Maximum Blue Green,180,75,75,48,191,191,#30BFBF
Maximum Blue Purple,240,25,90,172,172,230,#ACACE6
Maximum Green,90,65,55,94,140,49,#5E8C31
Maximum Green Yellow,65,65,90,217,230,80,#D9E650
Maximum Purple,290,60,50,115,51,128,#733380
Maximum Red,0,85,85,217,33,33,#D92121
Maximum Red Purple,325,65,65,166,58,121,#A63A79
Maximum Yellow,60,78,98,250,250,55,#FAFA37
Maximum Yellow Red,40,70,95,242,186,73,#F2BA49
May green,112,55,57,76,145,65,#4C9141
Maya blue,205,54,98,115,194,251,#73C2FB
Meat brown,44,74,90,229,183,59,#E5B73B
Medium aquamarine,154,54,87,102,221,170,#66DDAA
Medium blue,240,100,80,0,0,205,#0000CD
Medium candy apple red,350,97,89,226,6,44,#E2062C
Medium carmine,5,70,69,175,64,53,#AF4035
Medium champagne,48,30,95,243,229,171,#F3E5AB
Medium electric blue,209,98,59,3,80,150,#035096
Medium jungle green,161,47,21,28,53,45,#1C352D
Medium lavender magenta,300,28,87,221,160,221,#DDA0DD
Medium orchid,288,60,83,186,85,211,#BA55D3
Medium Persian blue,203,100,65,0,103,165,#0067A5
Medium purple,260,49,86,147,112,219,#9370DB
Medium red-violet,324,73,73,187,51,133,#BB3385
Medium ruby,337,62,67,170,64,105,#AA4069
Medium sea green,147,66,70,60,179,113,#3CB371
Medium sky blue,190,46,92,128,218,235,#80DAEB
Medium slate blue,249,56,93,123,104,238,#7B68EE
Medium spring bud,73,39,86,201,220,135,#C9DC87
Medium spring green,157,100,98,0,250,154,#00FA9A
Medium taupe,9,31,40,103,76,71,#674C47
Medium turquoise,178,66,82,72,209,204,#48D1CC
Medium Tuscan red,9,51,47,121,68,59,#79443B
Medium vermilion,14,73,85,217,96,59,#D9603B
Medium violet-red,322,89,78,199,21,133,#C71585
Mellow apricot,30,52,97,248,184,120,#F8B878
Mellow yellow,47,49,97,248,222,126,#F8DE7E
Melon,7,29,99,253,188,180,#FDBCB4
Metallic Seaweed,186,93,55,10,126,140,#0A7E8C
Metallic Sunburst,41,64,61,156,124,56,#9C7C38
Mexican pink,327,100,89,228,0,124,#E4007C
Middle Blue,126,212,230,190,45,90,#7ED4E6
Middle Blue Green,141,217,204,170,35,85,#8DD9CC
Middle Blue Purple,260,40,75,139,114,190,#8B72BE
Middle Red Purple,139,134,128,33,8,55,#8B8680
Middle Green,130,45,50,77,140,87,#4D8C57
Middle Green Yellow,72,50,75,172,191,96,#ACBF60
Middle Purple,325,40,85,217,130,181,#D982B5
Middle Red,15,50,90,229,144,115,#E58E73
Middle Red Purple,165,83,83,0,83,83,#A55353
Middle Yellow,55,100,100,255,235,0,#FFEB00
Middle Yellow Red,236,177,118,166,58,121,#ECB176
Midnight,300,66,44,112,38,112,#702670
Midnight blue,240,78,44,25,25,112,#191970
Midnight green (eagle green),187,100,33,0,73,83,#004953
Mikado yellow,45,95,100,255,196,12,#FFC40C
Mimi Pink,336,15,100,255,218,233,#FFDAE9
Mindaro,72,45,98,227,249,136,#E3F988
Ming,188,56,49,54,116,125,#36747D
Minion Yellow,52,67,96,245,220,80,#F5E050
Mint,158,66,71,62,180,137,#3EB489
Mint cream,150,4,100,245,255,250,#F5FFFA
Mint green,120,40,100,152,255,152,#98FF98
Misty Moss,54,36,73,187,180,119,#BBB477
Misty rose,6,12,100,255,228,225,#FFE4E1
Moccasin,34,14,98,250,235,215,#FAEBD7
Mode beige,43,85,59,150,113,23,#967117
Moonstone blue,199,41,76,115,169,194,#73A9C2
Mordant red 19,4,100,68,174,12,0,#AE0C00
Moss green,75,41,60,138,154,91,#8A9A5B
Mountain Meadow,161,74,73,48,186,143,#30BA8F
Mountbatten pink,323,20,60,153,122,141,#997A8D
MSU Green,167,65,27,24,69,59,#18453B
Mughal green,120,50,38,48,96,48,#306030
Mulberry,328,62,77,197,75,140,#C54B8C
Mummy's Tomb,130,9,56,130,142,132,#828E84
Mustard,47,65,100,255,219,88,#FFDB58
Myrtle green,176,59,47,49,120,115,#317873
Mystic,338,62,84,214,82,130,#D65282
Mystic Maroon,329,62,68,173,67,121,#AD4379
Nadeshiko pink,339,30,96,246,173,198,#F6ADC6
Napier green,100,100,50,42,128,0,#2A8000
Naples yellow,48,62,98,250,218,94,#FADA5E
Navajo white,36,32,100,255,222,173,#FFDEAD
Navy,240,100,50,0,0,128,#000080
Navy purple,265,63,92,148,87,235,#9457EB
Neon Carrot,31,74,100,255,163,67,#FFA343
Neon fuchsia,349,74,100,254,65,100,#FE4164
Neon green,111,92,100,57,255,20,#39FF14
New Car,223,83,78,33,79,198,#214FC6
New York pink,3,41,84,215,131,127,#D7837F
Nickel,120,2,46,114,116,114,#727472
Non-photo blue,193,31,93,164,221,237,#A4DDED
North Texas Green,140,97,56,5,144,51,#059033
Nyanza,97,14,100,233,255,219,#E9FFDB
Ocean Blue,247,64,71,79,66,181,#4F42B5
Ocean Boat Blue,202,100,75,0,119,190,#0077BE
Ocean Green,157,62,75,72,191,145,#48BF91
Ochre,30,83,80,204,119,34,#CC7722
Office green,120,100,50,0,128,0,#008000
Ogre Odor,6,75,99,253,82,64,#FD5240
Old burgundy,6,31,26,67,48,46,#43302E
Old gold,49,71,81,207,181,59,#CFB53B
Old heliotrope,289,35,36,86,60,92,#563C5C
Old lace,39,9,99,253,245,230,#FDF5E6
Old lavender,304,14,47,121,104,120,#796878
Old mauve,336,52,40,103,49,71,#673147
Old moss green,54,60,53,134,126,54,#867E36
Old rose,359,33,75,192,128,129,#C08081
Old silver,60,2,52,132,132,130,#848482
Olive,60,100,50,128,128,0,#808000
Olive Drab (#3),80,75,56,107,142,35,#6B8E23
Olive Drab #7,43,48,24,60,52,31,#3C341F
Olivine,87,38,73,154,185,115,#9AB973
Onyx,195,7,22,53,56,57,#353839
Opera mauve,319,28,72,183,132,167,#B784A7
Orange (color wheel),30,100,100,255,127,0,#FF7F00
Orange (Crayola),18,78,100,255,117,56,#FF7538
Orange (Pantone),21,100,100,255,88,0,#FF5800
Orange (RYB),36,99,98,251,153,2,#FB9902
Orange (web),39,100,100,255,165,0,#FFA500
Orange peel,37,100,100,255,159,0,#FF9F00
Orange-red,16,100,100,255,69,0,#FF4500
Orange Soda,10,76,98,250,91,61,#FA5B3D
Orange-yellow,45,58,97,248,213,104,#F8D568
Orchid,302,49,85,218,112,214,#DA70D6
Orchid pink,342,22,95,242,189,205,#F2BDCD
Orioles orange,15,92,98,251,79,20,#FB4F14
Otter brown,30,67,40,101,67,33,#654321
Outer Space,191,14,30,65,74,76,#414A4C
Outrageous Orange,12,71,100,255,110,74,#FF6E4A
Oxford Blue,212,100,28,0,33,71,#002147
OU Crimson Red,0,100,60,153,0,0,#990000
Pacific Blue,191,86,79,28,169,201,#1CA9C9
Pakistan green,120,100,40,0,102,0,#006600
Palatinate blue,234,83,89,39,59,226,#273BE2
Palatinate purple,308,62,41,104,40,96,#682860
Pale aqua,206,18,90,188,212,230,#BCD4E6
Pale blue,180,26,93,175,238,238,#AFEEEE
Pale brown,30,45,60,152,118,84,#987654
Pale carmine,5,70,69,175,64,53,#AF4035
Pale cerulean,205,31,89,155,196,226,#9BC4E2
Pale chestnut,358,22,87,221,173,175,#DDADAF
Pale copper,18,53,85,218,138,103,#DA8A67
Pale cornflower blue,210,28,94,171,205,239,#ABCDEF
Pale cyan,200,46,97,135,211,248,#87D3F8
Pale gold,34,40,90,230,190,138,#E6BE8A
Pale goldenrod,55,29,93,238,232,170,#EEE8AA
Pale green,120,39,98,152,251,152,#98FB98
Pale lavender,255,18,100,220,208,255,#DCD0FF
Pale magenta,310,47,98,249,132,229,#F984E5
Pale magenta-pink,330,40,100,255,153,204,#ff99CC
Pale pink,354,13,98,250,218,221,#FADADD
Pale plum,300,28,87,221,160,221,#DDA0DD
Pale red-violet,340,49,86,219,112,147,#DB7093
Pale robin egg blue,169,32,87,150,222,209,#96DED1
Pale silver,21,7,79,201,192,187,#C9C0BB
Pale spring bud,59,20,93,236,235,189,#ECEBBD
Pale taupe,25,33,74,188,152,126,#BC987E
Pale turquoise,180,26,93,175,238,238,#AFEEEE
Pale violet,270,40,100,204,153,255,#CC99FF
Pale violet-red,340,49,86,219,112,147,#DB7093
Palm Leaf,88,58,60,130,142,132,#6F9940
Pansy purple,329,80,47,120,24,74,#78184A
Paolo Veronese green,168,100,61,0,155,125,#009B7D
Papaya whip,37,16,100,255,239,213,#FFEFD5
Paradise pink,347,73,90,230,62,98,#E63E62
Paris Green,140,60,78,80,200,120,#50C878
Parrot Pink,353,30,85,217,152,160,#D998A0
Pastel blue,196,16,81,174,198,207,#AEC6CF
Pastel brown,28,37,51,130,105,83,#836953
Pastel gray,60,5,81,207,207,196,#CFCFC4
Pastel green,120,46,87,119,221,119,#77DD77
Pastel magenta,333,37,96,244,154,194,#F49AC2
Pastel orange,35,72,100,255,179,71,#FFB347
Pastel pink,1,26,87,222,165,164,#DEA5A4
Pastel purple,295,13,71,179,158,181,#B39EB5
Pastel red,3,62,100,255,105,97,#FF6961
Pastel violet,302,25,80,203,153,201,#CB99C9
Pastel yellow,60,41,99,253,253,150,#FDFD96
Patriarch,300,100,50,128,0,128,#800080
Payne's grey,206,31,47,83,104,120,#536878
Peach,39,29,100,255,229,180,#FFE5B4
Peach,26,36,100,255,203,164,#FFCBA4
Peach-orange,30,40,100,255,204,153,#FFCC99
Peach puff,28,27,100,255,218,185,#FFDAB9
Peach-yellow,39,31,98,250,223,173,#FADFAD
Pear,66,78,89,209,226,49,#D1E231
Pearl,42,15,92,234,224,200,#EAE0C8
Pearl Aqua,162,37,85,136,216,192,#88D8C0
Pearly purple,316,43,72,183,104,162,#B768A2
Peridot,59,100,90,230,226,0,#E6E200
Periwinkle,240,20,100,204,204,255,#CCCCFF
Permanent Geranium Lake,0,80,88,225,44,44,#E12C2C
Persian blue,229,85,73,28,57,187,#1C39BB
Persian green,173,100,65,0,166,147,#00A693
Persian indigo,258,85,48,50,18,122,#32127A
Persian orange,26,59,85,217,144,88,#D99058
Persian pink,329,49,97,247,127,190,#F77FBE
Persian plum,0,75,44,112,28,28,#701C1C
Persian red,0,75,80,204,51,51,#CC3333
Persian rose,326,84,100,254,40,162,#FE28A2
Persimmon,22,100,93,236,88,0,#EC5800
Peru,30,69,80,205,133,63,#CD853F
Pewter Blue,200,24,72,139,168,183,#8BA8B7
Phlox,292,100,100,223,0,255,#DF00FF
Phthalo blue,233,100,54,0,15,137,#000F89
Phthalo green,151,66,21,18,53,36,#123524
Picton blue,200,70,91,69,177,232,#45B1E8
Pictorial carmine,338,94,76,195,11,78,#C30B4E
Piggy pink,343,13,99,253,221,230,#FDDDE6
Pine green,175,99,47,1,121,111,#01796F
Pineapple,289,35,36,86,60,13,#563C5C
Pink,350,25,100,255,192,203,#FFC0CB
Pink (Pantone),328,67,84,215,72,148,#D74894
Pink Flamingo,300,54,99,252,116,253,#FC74FD
Pink lace,319,13,100,255,221,244,#FFDDF4
Pink lavender,311,18,85,216,178,209,#D8B2D1
Pink-orange,20,60,100,255,153,102,#FF9966
Pink pearl,324,26,91,231,172,207,#E7ACCF
Pink raspberry,339,100,60,152,0,54,#980036
Pink Sherbet,346,42,97,247,143,167,#F78FA7
Pistachio,96,42,77,147,197,114,#93C572
Pixie Powder,260,87,52,57,18,133,#391285
Platinum,40,1,90,229,228,226,#E5E4E2
Plum,307,51,56,142,69,133,#8E4585
Plum (web),300,28,87,221,160,221,#DDA0DD
Plump Purple,251,61,70,89,70,178,#5946B2
Polished Pine,166,43,64,93,164,147,#5DA493
Pomp and Power,290,32,56,134,96,142,#86608E
Popstar,350,58,75,190,79,98,#BE4F62
Portland Orange,11,79,100,255,90,54,#FF5A36
Powder blue,187,23,90,176,224,230,#B0E0E6
Princeton orange,26,85,96,245,128,37,#F58025
Princess Perfume,324,48,100,255,133,207,#FF85CF
Prune,0,75,44,112,28,28,#701C1C
Prussian blue,205,100,33,0,49,83,#003153
Psychedelic purple,292,100,100,223,0,255,#DF00FF
Puce,345,33,80,204,136,153,#CC8899
Puce red,353,59,45,114,47,55,#722F37
Pullman Brown (UPS Brown),33,77,39,100,65,23,#644117
Pullman Green,45,36,59,59,51,28,#3B331C
Pumpkin,24,91,100,255,117,24,#FF7518
Purple (HTML),300,100,50,128,0,128,#800080
Purple (Munsell),288,100,77,159,0,197,#9F00C5
Purple (X11),277,87,94,160,32,240,#A020F0
Purple Heart,270,66,61,105,53,156,#69359C
Purple mountain majesty,269,34,71,150,120,182,#9678B6
Purple navy,236,39,50,78,81,128,#4E5180
Purple pizzazz,312,69,100,254,78,218,#FE4EDA
Purple Plum,285,56,71,156,81,182,#9C51B6
Purple taupe,311,20,31,80,64,77,#50404D
Purpureus,288,55,68,154,78,174,#9A4EAE
Quartz,313,11,32,81,72,79,#51484F
Queen blue,211,55,58,67,107,149,#436B95
Queen pink,336,12,91,232,204,215,#E8CCD7
Quick Silver,0,0,65,166,166,166,#A6A6A6
Quinacridone magenta,338,59,56,142,58,89,#8E3A59
Rackley,204,45,66,93,138,168,#5D8AA8
Radical Red,348,79,100,255,53,94,#FF355E
Raisin black,300,8,14,36,33,36,#242124
Rajah,29,62,98,251,171,96,#FBAB60
Raspberry,337,95,89,227,11,92,#E30B5D
Raspberry glace,343,34,57,145,95,109,#915F6D
Raspberry pink,330,65,89,226,80,152,#E25098
Raspberry rose,338,62,70,179,68,108,#B3446C
Raw Sienna,24,58,84,214,138,89,#D68A59
Raw umber,33,48,51,130,102,68,#826644
Razzle dazzle rose,315,80,100,255,51,204,#FF33CC
Razzmatazz,338,84,89,227,37,107,#E3256B
Razzmic Berry,308,45,55,141,78,133,#8D4E85
Rebecca Purple,270,67,60,102,52,153,#663399
Red,0,100,100,255,0,0,#FF0000
Red (Crayola),347,87,93,238,32,77,#EE204D
Red (Munsell),345,100,95,242,0,60,#F2003C
Red (NCS),345,99,77,196,2,51,#C40233
Red (Pantone),355,83,93,237,41,57,#ED2939
Red (pigment),358,88,93,237,28,36,#ED1C24
Red (RYB),5,93,100,254,39,18,#FE2712
Red-brown,0,75,65,165,42,42,#A52A2A
Red devil,353,99,53,134,1,17,#860111
Red-orange,3,71,100,255,83,73,#FF5349
Red-purple,328,100,89,228,0,120,#E40078
Red Salsa,355,77,99,253,58,74,#FD3A4A
Red-violet,322,89,78,199,21,133,#C71585
Redwood,6,50,64,164,90,82,#A45A52
Regalia,267,65,50,82,45,128,#522D80
Registration black,0,0,0,0,0,0,#000000
Resolution blue,224,100,53,0,35,135,#002387
Rhythm,242,21,59,119,118,150,#777696
Rich black,180,100,25,0,64,64,#004040
Rich black (FOGRA29),207,95,8,1,11,19,#010B13
Rich black (FOGRA39),210,67,1,1,2,3,#010203
Rich brilliant lavender,291,34,100,241,167,254,#F1A7FE
Rich carmine,342,100,84,215,0,64,#D70040
Rich electric blue,199,96,82,8,146,208,#0892D0
Rich lavender,276,48,81,167,107,207,#A76BCF
Rich lilac,284,51,82,182,102,210,#B666D2
Rich maroon,338,73,69,176,48,96,#B03060
Rifle green,84,26,30,68,76,56,#444C38
Roast coffee,1,42,44,112,66,65,#704241
Robin egg blue,180,100,80,0,204,204,#00CCCC
Rocket metallic,355,8,54,138,127,128,#8A7F80
Roman silver,221,13,59,131,137,150,#838996
Rose,330,100,100,255,0,127,#FF007F
Rose bonbon,330,73,98,249,66,158,#F9429E
Rose Dust,344,41,62,158,94,111,#9E5E6F
Rose ebony,4,32,40,103,72,70,#674846
Rose gold,351,40,72,183,110,121,#B76E79
Rose madder,355,83,89,227,38,54,#E32636
Rose pink,320,60,100,255,102,204,#FF66CC
Rose quartz,303,11,67,170,152,169,#AA98A9
Rose red,340,85,76,194,30,86,#C21E56
Rose taupe,0,35,56,144,93,93,#905D5D
Rose vale,357,54,67,171,78,82,#AB4E52
Rosewood,353,100,40,101,0,11,#65000B
Rosso corsa,0,100,83,212,0,0,#D40000
Rosy brown,0,24,74,188,143,143,#BC8F8F
Royal azure,220,100,66,0,56,168,#0038A8
Royal blue,219,100,40,0,35,102,#002366
Royal blue,225,71,88,65,105,225,#4169E1
Royal fuchsia,321,78,79,202,44,146,#CA2C92
Royal purple,267,52,66,120,81,169,#7851A9
Royal yellow,48,62,98,250,218,94,#FADA5E
Ruber,339,66,81,206,70,118,#CE4676
Rubine red,335,100,82,209,0,86,#D10056
Ruby,337,92,88,224,17,95,#E0115F
Ruby red,354,89,61,155,17,30,#9B111E
Ruddy,351,100,100,255,0,40,#FF0028
Ruddy brown,25,79,73,187,101,40,#BB6528
Ruddy pink,354,37,88,225,142,150,#E18E96
Rufous,8,96,66,168,28,7,#A81C07
Russet,26,79,50,128,70,27,#80461B
Russian green,120,29,57,103,146,103,#679267
Russian violet,270,70,30,50,23,77,#32174D
Rust,18,92,72,183,65,14,#B7410E
Rusty red,352,80,85,218,44,67,#DA2C43
Sacramento State green,164,100,34,0,86,63,#00563F
Saddle brown,25,86,55,139,69,19,#8B4513
Safety orange,28,100,100,255,120,0,#FF7800
Safety orange (blaze orange),24,100,100,255,103,0,#FF6700
Safety yellow,53,99,93,238,210,2,#EED202
Saffron,45,80,96,244,196,48,#F4C430
Sage,55,27,74,188,184,138,#BCB88A
St. Patrick's blue,236,71,48,35,41,122,#23297A
Salmon,6,54,98,250,128,114,#FA8072
Salmon pink,350,43,100,255,145,164,#FF91A4
Sand,45,34,76,194,178,128,#C2B280
Sand dune,43,85,59,150,113,23,#967117
Sandstorm,52,73,93,236,213,64,#ECD540
Sandy brown,28,61,96,244,164,96,#F4A460
Sandy Tan,30,28,99,253,217,181,#FDD9B5
Sandy taupe,43,85,59,150,113,23,#967117
Sangria,356,100,57,146,0,10,#92000A
Sap green,93,66,49,80,125,42,#507D2A
Sapphire,216,92,73,15,82,186,#0F52BA
Sapphire blue,203,100,65,0,103,165,#0067A5
Sasquatch Socks,341,73,100,255,70,129,#FF4681
Satin sheen gold,43,74,80,203,161,53,#CBA135
Scarlet,8,100,100,255,36,0,#FF2400
Scarlet,350,94,99,253,14,53,#FD0E35
Schauss pink,344,43,100,255,145,175,#FF91AF
School bus yellow,51,100,100,255,216,0,#FFD800
Screamin' Green,120,60,100,102,255,102,#66FF66
Sea blue,197,100,58,0,105,148,#006994
Sea Foam Green,149,30,89,195,226,191,#9FE2BF
Sea green,146,67,55,46,139,87,#2E8B57
Sea Serpent,184,64,81,75,199,207,#4BC7CF
Seal brown,21,87,35,89,38,11,#59260B
Seashell,25,7,100,255,245,238,#FFF5EE
Selective yellow,44,100,100,255,186,0,#FFBA00
Sepia,30,82,44,112,66,20,#704214
Shadow,37,33,54,138,121,93,#8A795D
Shadow blue,214,28,65,119,139,165,#778BA5
Shampoo,318,19,100,255,207,241,#FFCFF1
Shamrock green,156,100,62,0,158,96,#009E60
Sheen Green,80,100,83,143,212,0,#8FD400
Shimmering Blush,349,38,85,217,134,149,#D98695
Shiny Shamrock,141,43,66,95,167,120,#5FA778
Shocking pink,315,94,99,252,15,192,#FC0FC0
Shocking pink (Crayola),300,56,100,255,111,255,#FF6FFF
Sienna,12,83,53,136,45,23,#882D17
Silver,0,0,75,192,192,192,#C0C0C0
Silver chalice,0,0,67,172,172,172,#ACACAC
Silver Lake blue,212,50,73,93,137,186,#5D89BA
Silver pink,3,12,77,196,174,173,#C4AEAD
Silver sand,200,2,76,191,193,194,#BFC1C2
Sinopia,17,95,80,203,65,11,#CB410B
Sizzling Red,351,78,100,255,56,85,#FF3855
Sizzling Sunset,52,100,100,255,219,0,#FFDB00
Skobeloff,180,100,45,0,116,116,#007474
Sky blue,197,43,92,135,206,235,#87CEEB
Sky magenta,320,45,81,207,113,175,#CF71AF
Slate blue,248,56,80,106,90,205,#6A5ACD
Slate gray,210,22,56,112,128,144,#708090
Smalt (Dark powder blue),220,100,60,0,51,153,#003399
Smitten,329,68,78,200,65,134,#C84186
Smoke,132,12,51,115,130,118,#738276
Smokey Topaz,15,90,51,131,42,34,#832A0D
Smoky black,30,50,6,16,12,8,#100C08
Smoky Topaz,357,59,58,147,61,65,#933D41
Snow,0,2,76,255,250,250,#FFFAFA
Soap,249,16,94,206,200,239,#CEC8EF
Solid pink,352,59,54,137,56,67,#893843
Sonic silver,0,0,46,117,117,117,#757575
Spartan Crimson,359,88,62,158,19,22,#9E1316
Space cadet,226,64,32,29,41,81,#1D2951
Spanish bistre,52,61,50,128,117,50,#807532
Spanish blue,203,100,72,0,112,184,#0070B8
Spanish carmine,340,100,82,209,0,71,#D10047
Spanish crimson,345,89,90,229,26,76,#E51A4C
Spanish gray,0,0,60,152,152,152,#989898
Spanish green,153,100,57,0,145,80,#009150
Spanish orange,25,100,91,232,97,0,#E86100
Spanish pink,1,23,97,247,191,190,#F7BFBE
Spanish red,350,100,90,230,0,38,#E60026
Spanish sky blue,180,100,100,0,255,255,#00FFFF
Spanish violet,264,69,51,76,40,130,#4C2882
Spanish viridian,163,100,50,0,127,92,#007F5C
Spicy mix,17,45,55,139,95,77,#8B5f4D
Spiro Disco Ball,195,94,99,15,192,252,#0FC0FC
